delivery_id,DeliveryID,order_id,OrderID,customer_id,CustomerID,carrier,Carrier,tracking_number,TrackingNum,dispatch_date,DispatchDate,estimated_delivery,EstimatedDelivery,actual_delivery,ActualDelivery,delivery_status,DeliveryStatus,delivery_attempts,Attempts,weight_kg,Weight,dimensions,Dimensions,delivery_address,DeliveryAddress,city,City,state,State,country,Country,signature_required,SignatureRequired,delivered_to,DeliveredTo,delivery_notes,SLA_met,SLAMet,return_initiated,ReturnInitiated,return_reason,tmp_del
DEL0002350,DEL0002350,ORD0001426,ORD0001426,CUST001894,CUST001894,ups,DHL,PD470306190,TRK90209903,30-08-2021,2021-08-30,09/07/2021,2021-09-07,,2021-09-16,in_transit,Failed,,4,54.15 lbs,19270.0 g,30x32x3 cm,30x32x3 cm,"9327 Elm St, Dallas, NY 97282",Dallas,Dallas,Dallas,NY,NY,usa,IN,Y,N,Reception,Recipient,∑ emoji 📦,No,No,yes,N,Wrong item,
DEL0002351,DEL0002351,ORD0004594,ORD0004594,CUST001741,CUST001741,FedEx,DHL,UJ602388211,TRK99317453,24-11-2021,2021-11-24,05-12-2021,2021-12-05,11/28/2021,2021-11-28,in_transit,Delivered,4,2,46520.0 g,8.94 kg,,41x7x4 cm,9737 Ave Chicago,"Chicago, TX",Chicago,Chicago,TX,TX,usa,GB,1,No,Reception,Recipient,,Yes,Yes,Yes,N,,
DEL0002352,DEL0002352,ORD0002338,ORD0002338,CUST001515,CUST001515,LaserShip,DHL,UZ770678033,TRK80727037,10-02-2023,2023-02-10,2023-02-13,2023-02-13,,2023-02-19,Delivered,Failed,2,5,8330.0 g,42.4,39x35x3 cm,null,Chicago,Chicago,Chicago,Chicago,AZ,AZ,United States,GB,1,NULL,Left at door,Neighbor,<br/>handle with care,No,No,no,yes,,
DEL0002353,DEL0002353,ORD0003346,ORD0003346,CUST000733,CUST000733,OnTrac,FedEx,VD229744931,TRK23526308,03/13/2023,2023-03-13,21-03-2023,null,03/22/2023,2023-03-22,Failed,Returned,4,1,22.78 lbs,38620.0 g,15x32x15 cm,null,Dallas,Dallas,Dallas,Dallas,CA,CA,US,GB,No,0,Reception,Left at door,Ring bell,No,No,no,No,Quality issue,
DEL0002354,DEL0002354,ORD0000760,ORD0000760,CUST000232,CUST000232,dhl,DHL,VE428294794,TRK65985524,null,2023-10-16,10/22/2023,2023-10-22,2023-10-31,,Out for Delivery,Returned,2,5,23710.0 g,36630.0 g,13x44x5 cm,13x44x5 cm,"3446 Lake St, New York, CA 45915",421 Blvd New York,New York,New York,null,CA,U.S.A,US,1,true,Recipient,Recipient,Fragile,No,No,Yes,,,
DEL0002355,DEL0002355,ORD0001266,ORD0001266,CUST000144,CUST000144,OnTrac,USPS,XC525752212,TRK44117376,2021-10-15,2021-10-15,10/21/2021,2021-10-21,2021-10-27,2021-10-27,DELIVERED,,4,2,33720.0 g,14570.0 g,52x12x25 cm,52x12x25 cm,San Jose,"San Jose, IL",San Jose,San Jose,IL,IL,usa,JP,No,Yes,N/A,Neighbor,Leave at door,No,No,1,yes,,
DEL0002356,,ORD0004094,ORD0004094,CUST000118,CUST000118,dhl,DHL,NaN,TRK62357975,22-11-2023,2023-11-22,26-11-2023,2023-11-26,11/25/2023,,delivered,Failed,2,3,null,46140.0 g,22x48x10 cm,22x48x10 cm,"7236 Oak St, San Diego, CA 77989","2148 Oak St, San Diego, CA 22541",San Diego,San Diego,CA,CA,usa,FR,Y,false,Neighbor,Recipient,,Yes,Yes,Y,1,Damaged,
DEL0002357,DEL0002357,ORD0002327,ORD0002327,CUST001734,CUST001734,dhl,FedEx,HW857978295,TRK68486522,07/22/2020,2020-07-22,2020-07-24,2020-07-24,07/22/2020,2020-07-22,Out for Delivery,Delivered,3,5,12.58 kg,49.57 lbs,17x42x25 cm,17x42x25 cm,8303 Blvd San Jose,San Jose,San Jose,San Jose,,CA,United States,GB,No,Y,Neighbor,Neighbor,,Yes,Yes,TRUE,FALSE,,
DEL0002358,DEL0002358,ORD0004877,ORD0004877,CUST001254,CUST001254,FedEx,FedEx,BS383838580,TRK62346788,19-12-2022,2022-12-19,28-12-2022,2022-12-28,12/30/2022,,Delivered,In Transit,4,1,15470.0 g,18.74 lbs,10x25x29 cm,10x25x29 cm,"San Antonio, IL",San Antonio,San Antonio,San Antonio,IL,IL,United States of America,DE,1,,Left at door,,Ring bell,No,No,FALSE,yes,Damaged,
DEL0002359,DEL0002359,ORD0004481,ORD0004481,CUST001030,CUST001030,OnTrac,DHL,GC199251358,TRK53891656,2021-07-24,2021-07-24,08/04/2021,2021-08-04,2021-08-12,2021-08-12,Out for Delivery,Delivered,5,5,2180.0 g,22.82,19x31x4 cm,19x31x4 cm,7751 Ave Philadelphia,Philadelphia,Philadelphia,Philadelphia,AZ,AZ,US,JP,true,FALSE,Left at door,null,Leave at door,No,,Y,no,,
DEL0002360,DEL0002360,ORD9727042,ORD9727042,CUST000150,CUST000150,LaserShip,DHL,ZI251622897,TRK11490758,16-06-2023,2023-06-16,06/28/2023,2023-06-28,2023-06-26,,in_transit,In Transit,3,1,39.2,63.55 lbs,N/A,41x30x10 cm,New Yrok,"6037 Elm St, New Yrok, CA 12180",New Yrok,New Yrok,CA,CA,US,DE,N,1,,Left at door,<br/>handle with care,Yes,Yes,N,Y,,
DEL0002361,DEL0002361,N/A,ORD0001499,CUST001480,CUST001480,ups,USPS,LQ390920031,TRK28379634,2021-06-14,2021-06-14,2021-06-25,2021-06-25,,2021-07-02,pending,Delivered,3,5,73.91 lbs,14670.0 g,56x59x17 cm,56x59x17 cm,"5410 Elm St, Chcago, CA 79781",Chcago,Chcago,Chcago,CA,CA,USA,IN,FALSE,1,Reception,Recipient,Leave at door,No,No,no,N,Changed mind,
DEL0002362,DEL0002362,ORD0004563,ORD0004563,CUST001430,CUST001430,DHL,FedEx,YN910912869,TRK94035218,08/17/2021,2021-08-17,08/24/2021,2021-08-24,2021-08-31,2021-08-31,in_transit,In Transit,4,1,37.02,2220.0 g,21x8x12 cm,21x8x12 cm,"San Jose, CA","San Jose, CA",San Jose,San Jose,CA,CA,US,FR,false,yes,Left at door,,<br/>handle with care,No,No,FALSE,1,Quality issue,
DEL0002363,DEL0002363,ORD0003877,ORD0003877,CUST001718,CUST001718,UPS,UPS,UU141241170,TRK38137094,08/07/2023,2023-08-07,19-08-2023,2023-08-19,NaN,2023-08-17,Out for Delivery,Delivered,1,5,6.5 kg,20890.0 g,50x34x28 cm,50x34x28 cm,"New Yrok, TX","7816 Park St, New Yrok, TX 22555",New Yrok,New Yrok,TX,TX,U.S.A,DE,Y,Yes,N/A,,<br/>handle with care,Yes,Yes,0,Y,Damaged,
DEL0002364,DEL0002364,ORD0003846,ORD0003846,CUST000661,CUST000661,USPS,DHL,UG730714230,TRK72446070,08/18/2023,2023-08-18,2023-08-20,2023-08-20,N/A,,Out for Delivery,Failed,4,5,96.49 lbs,7.25,NULL,59x19x15 cm,New Yrok,New Yrok,New Yrok,New Yrok,TX,TX,U.S.A,DE,NULL,no,N/A,,Leave at door,No,No,true,N,,
DEL0002365,DEL0002365,ORD0000716,ORD0000716,CUST001186,CUST001186,DHL,USPS,HE357589053,TRK50272461,13-08-2020,2020-08-13,2020-08-18,2020-08-18,2020-08-15,NaN,DELIVERED,Returned,3,2,108.09 lbs,17.0 lbs,11x12x5 cm,11x12x5 cm,9203 Ave San Jose,5818 Dr San Jose,San Jose,San Jose,NY,NY,usa,DE,yes,no,N/A,,,Yes,Yes,N,1,NULL,
DEL0002366,DEL0002366,ORD0004882,ORD0004882,,CUST001914,LaserShip,FedEx,SC756493968,TRK56685566,26-09-2020,2020-09-26,2020-09-27,2020-09-27,2020-10-08,2020-10-08,Delivered,In Transit,5,3,36.55,44.91 kg,11x28x9 cm,11x28x9 cm,"San Jose, IL",San Jose,San Jose,San Jose,IL,IL,United States,JP,0,true,Left at door,Recipient,Call before delivery,,No,N,No,Wrong item,
DEL0002367,DEL0002367,ORD0003410,ORD0003410,CUST000045,CUST000045,dhl,UPS,TD784053046,TRK34891813,10-12-2023,2023-12-10,2023-12-15,2023-12-15,,2023-12-16,Returned,Returned,2,5,,44590.0 g,19x10x5 cm,19x10x5 cm,"706 Oak St, San Franciso, CA 37765","San Franciso, CA",San Franciso,San Franciso,CA,CA,US,FR,no,No,Left at door,Left at door,Ring bell,No,No,No,FALSE,Quality issue,
DEL0002368,DEL0002368,ORD0002832,ORD0002832,CUST000655,null,UPS,FedEx,,TRK56808333,01/19/2022,2022-01-19,null,2022-02-01,NaN,2022-01-27,DELIVERED,Delivered,1,2,5580.0 g,NaN,43x30x26 cm,43x30x26 cm,"2688 Lake St, Londn, IL 84667",329 Ave Londn,Londn,Londn,IL,IL,United States,US,FALSE,N/A,Recipient,,∑ emoji 📦,Yes,Yes,Yes,Yes,,
DEL0002369,DEL0002369,ORD9569425,ORD9569425,CUST000221,NULL,Amazon Logistics,UPS,PN406405181,TRK53893062,09-03-2020,2020-03-09,22-03-2020,2020-03-22,03/09/2020,2020-03-09,Pending,Returned,3,4,1.13,18.2,26x49x23 cm,null,,"2261 Park St, Austin, NY 33212",null,Austin,NY,NY,U.S.A,FR,FALSE,false,,Left at door,Leave at door,Yes,,no,N,,
DEL0002370,DEL0002370,ORD0003433,ORD0003433,CUST000309,CUST000309,dhl,USPS,NaN,TRK39201511,07-10-2022,2022-10-07,08-10-2022,2022-10-08,,2022-10-19,Returned,Failed,3,3,32.97 kg,38.65 kg,37x57x27 cm,37x57x27 cm,San Diego,San Diego,San Diego,San Diego,IL,IL,USA,FR,Yes,FALSE,Neighbor,Recipient,,No,No,,,,
DEL0002371,DEL0002371,ORD0002384,ORD0002384,null,CUST001125,OnTrac,USPS,WU767767341,TRK68937743,04/13/2020,2020-04-13,2020-04-22,2020-04-22,04/26/2020,2020-04-26,Returned,Returned,3,2,25.32 kg,37.01,54x58x18 cm,54x58x18 cm,New Yrok,1528 Ln New Yrok,New Yrok,New Yrok,NY,NY,United States,IN,Y,true,Reception,Recipient,∑ emoji 📦,No,No,Y,false,,
DEL0002372,DEL0002372,ORD0002280,,CUST001982,CUST001982,NULL,UPS,HK994960917,TRK86343629,11/14/2022,2022-11-14,11/24/2022,2022-11-24,11/25/2022,2022-11-25,Returned,Returned,2,3,34.59,21.03 kg,57x59x28 cm,57x59x28 cm,"5021 Main St, New York, TX 53482","2696 Elm St, New York, TX 89210",New York,New York,TX,TX,United States,US,no,true,N/A,Recipient,,No,No,No,Yes,,
DEL0002373,DEL0002373,ORD0003251,ORD0003251,CUST001977,CUST001977,OnTrac,UPS,BN524394307,TRK43119867,03-01-2023,2023-01-03,09-01-2023,2023-01-09,2023-01-19,2023-01-19,Out for Delivery,In Transit,1,1,NaN,48410.0 g,19x50x15 cm,19x50x15 cm,"Dallas, CA","Dallas, CA",Dallas,Dallas,CA,CA,United States,US,no,yes,Recipient,Left at door,,No,No,yes,yes,NaN,
DEL0002374,DEL0002374,null,ORD0001859,CUST000842,CUST000842,LaserShip,FedEx,HN855025587,TRK18214537,10/12/2020,2020-10-12,10/17/2020,2020-10-17,11/01/2020,2020-11-01,In Transit,Delivered,1,1,20.29,42.31 kg,12x52x29 cm,12x52x29 cm,New York,"New York, CA",New York,New York,CA,CA,US,FR,Y,TRUE,Left at door,Recipient,Fragile,N/A,No,FALSE,Yes,Not delivered,
DEL0002375,DEL0002375,ORD0004578,ORD0004578,CUST000741,CUST000741,N/A,DHL,AP916113944,TRK39915789,2021-12-07,2021-12-07,10-12-2021,2021-12-10,12/18/2021,2021-12-18,DELIVERED,Failed,1,,35.85 lbs,30.01,25x55x18 cm,25x55x18 cm,"Dallas, FL","9710 Park St, Dallas, FL 51296",Dallas,Dallas,FL,FL,usa,FR,true,Yes,Left at door,,Fragile,No,No,0,false,Damaged,
DEL0002376,DEL0002376,ORD0004855,ORD0004855,CUST000972,CUST000972,Amazon Logistics,FedEx,ZT594965559,TRK64042355,2021-01-03,2021-01-03,17-01-2021,2021-01-17,,2021-01-15,DELIVERED,Failed,2,5,44.6,6.06 lbs,,13x16x7 cm,1029 Ln Los Angeles,,null,Los Angeles,PA,PA,USA,N/A,false,No,,,Fragile,Yes,Yes,Yes,FALSE,Damaged,
DEL0002377,DEL0002377,ORD9424982,ORD9424982,CUST000520,CUST000520,dhl,DHL,IF957442360,N/A,27-09-2022,NULL,N/A,2022-10-02,2022-10-08,2022-10-08,Out for Delivery,Returned,2,1,26720.0 g,29.6,46x36x14 cm,46x36x14 cm,"Chcago, NY",1409 Dr Chcago,Chcago,Chcago,NY,NY,usa,GB,FALSE,true,N/A,,,No,No,FALSE,No,,
DEL0002378,DEL0002378,ORD9680934,ORD9680934,CUST000400,N/A,LaserShip,DHL,EE446780583,TRK38620649,06/18/2021,2021-06-18,06/24/2021,2021-06-24,,2021-06-19,DELIVERED,Returned,4,3,0.29 lbs,39.38 kg,59x47x21 cm,59x47x21 cm,"Philadelphia, TX",9809 Dr Philadelphia,Philadelphia,Philadelphia,TX,NaN,US,IN,Y,0,N/A,Left at door,∑ emoji 📦,Yes,Yes,Y,false,,
DEL0002379,DEL0002379,ORD0003570,ORD0003570,NULL,CUST000254,dhl,USPS,KR974039098,TRK60421155,21-04-2023,2023-04-21,29-04-2023,NULL,2023-05-03,2023-05-03,Returned,Failed,5,2,29.13 lbs,55.41 lbs,38x42x24 cm,38x42x24 cm,Jacksonville,"8227 Main St, Jacksonville, PA 56876",Jacksonville,Jacksonville,PA,PA,usa,JP,0,1,N/A,Neighbor,,,No,yes,true,,
DEL0002380,DEL0002380,null,ORD0002961,CUST001816,CUST001816,Amazon Logistics,DHL,OP666594597,TRK84780615,2021-07-05,2021-07-05,2021-07-17,2021-07-17,07/08/2021,2021-07-08,Lost,In Transit,2,,46450.0 g,46.95,52x10x13 cm,52x10x13 cm,Austin,"Austin, AZ",Austin,Austin,AZ,AZ,USA,US,0,FALSE,N/A,,,Yes,Yes,N,Y,Not delivered,
DEL0002381,DEL0002381,ORD0000617,ORD0000617,CUST001701,CUST001701,fedex,UPS,DV179024699,TRK91843369,,2020-02-29,03/02/2020,2020-03-02,2020-03-07,,Out for Delivery,Returned,3,4,22960.0 g,82.89 lbs,16x18x4 cm,16x18x4 cm,"Phoenix, CA","7413 Park St, Phoenix, CA 47418",Phoenix,Phoenix,CA,CA,United States of America,JP,Y,0,NaN,Recipient,<br/>handle with care,No,No,no,FALSE,Changed mind,
DEL0002382,DEL0002382,ORD0000222,ORD0000222,CUST001622,CUST001622,ups,DHL,VR424558933,TRK68227183,05/28/2023,2023-05-28,2023-06-01,2023-06-01,06/06/2023,2023-06-06,Pending,Returned,null,4,32.83 kg,63.5 lbs,38x42x29 cm,38x42x29 cm,3783 Ave Tokyoo,Tokyoo,Tokyoo,Tokyoo,AZ,AZ,USA,US,yes,yes,Left at door,N/A,<br/>handle with care,No,No,Yes,Y,NaN,
DEL0002383,DEL0002383,ORD0002116,ORD0002116,CUST001353,CUST001353,DHL,FedEx,SC177946791,TRK47782183,13-11-2021,2021-11-13,24-11-2021,2021-11-24,,2021-11-21,Out for Delivery,In Transit,5,1,15.99,74.26 lbs,24x46x19 cm,24x46x19 cm,"1669 Lake St, Jacksonville, NY 57474","9345 Main St, Jacksonville, NY 46796",Jacksonville,Jacksonville,NY,NY,USA,GB,yes,N,Neighbor,,Call before delivery,Yes,Yes,yes,Y,Damaged,
DEL0002384,DEL0002384,ORD0001661,ORD0001661,CUST000247,CUST000247,USPS,UPS,GR567577866,TRK65500333,N/A,2020-08-17,2020-08-25,2020-08-25,09/04/2020,2020-09-04,Pending,Delivered,3,1,28.88,10.71,12x16x28 cm,12x16x28 cm,"7495 Park St, Houston, CA 35739",Houston,Houston,Houston,CA,CA,United States,FR,no,yes,,,Leave at door,No,No,yes,Y,Changed mind,
DEL0002385,DEL0002385,ORD0003989,ORD0003989,CUST001734,CUST001734,dhl,UPS,IP526232842,TRK25488699,2022-01-02,2022-01-02,null,2022-01-03,01/13/2022,2022-01-13,Out for Delivery,Returned,2,4,13.53,16.48,33x21x25 cm,33x21x25 cm,"966 Main St, New Yrok, IL 40013","New Yrok, IL",New Yrok,New Yrok,IL,IL,U.S.A,null,Yes,Y,,Neighbor,<br/>handle with care,No,No,no,no,,
DEL0002386,DEL0002386,ORD0004569,ORD0004569,CUST000139,CUST000139,UPS,UPS,GK175465498,TRK54445735,12/14/2020,2020-12-14,2020-12-25,2020-12-25,2020-12-31,,,In Transit,2,4,null,63.06 lbs,23x42x28 cm,23x42x28 cm,"San Diego, FL","6254 Main St, San Diego, FL 35455",San Diego,San Diego,FL,FL,USA,IN,Yes,FALSE,Left at door,,Fragile,No,No,no,FALSE,,
DEL0000273,DEL0002387,ORD0003778,ORD0003778,CUST001469,CUST001469,fedex,DHL,OV651359185,TRK55990643,,null,10/28/2020,2020-10-28,11/15/2020,2020-11-15,in_transit,N/A,1,3,NULL,41.98,16x42x11 cm,16x42x11 cm,"5740 Main St, Londn, NY 69092",Londn,Londn,Londn,NY,NY,U.S.A,GB,TRUE,no,Left at door,,<br/>handle with care,No,No,1,false,Quality issue,
DEL0002388,DEL0002388,,ORD0000229,CUST001948,CUST001948,UPS,NULL,XY526795027,TRK66281868,02/01/2021,,02/09/2021,2021-02-09,,2021-02-05,NULL,In Transit,2,5,49020.0 g,4460.0 g,24x5x2 cm,24x5x2 cm,"8269 Main St, San Diego, PA 86291",6958 Ave San Diego,San Diego,San Diego,PA,PA,USA,DE,NULL,no,N/A,Neighbor,Call before delivery,Yes,Yes,no,Y,,
DEL0002389,DEL0002389,ORD0000177,ORD0000177,CUST000208,CUST000208,UPS,USPS,WS521515869,TRK70257410,19-04-2020,2020-04-19,2020-04-23,2020-04-23,05/04/2020,2020-05-04,Returned,Failed,1,5,76.29 lbs,14.69 lbs,26x52x27 cm,26x52x27 cm,Jacksonville,"Jacksonville, CA",Jacksonville,Jacksonville,CA,CA,United States of America,NULL,yes,No,Reception,,Ring bell,No,No,No,1,Quality issue,
DEL0002390,DEL0002390,ORD0002065,ORD0002065,CUST000102,CUST000102,Amazon Logistics,USPS,CH794583942,TRK29388331,2021-09-29,2021-09-29,10/08/2021,2021-10-08,2021-10-07,2021-10-07,Failed,Returned,3,2,15110.0 g,86.63 lbs,44x9x8 cm,44x9x8 cm,8942 Ln San Franciso,"San Franciso, CA",San Franciso,San Franciso,null,CA,United States of America,JP,no,FALSE,Neighbor,Recipient,∑ emoji 📦,Yes,null,,0,Damaged,
DEL0002391,DEL0002391,ORD0004419,ORD0004419,CUST000453,CUST000453,LaserShip,USPS,NO626377053,TRK72644825,2022-07-08,2022-07-08,2022-07-15,2022-07-15,2022-07-14,2022-07-14,Delivered,Failed,2,4,21.35 kg,46.22,12x19x19 cm,,8820 Ln Philadelphia,259 Ln Philadelphia,Philadelphia,Philadelphia,NY,NY,U.S.A,null,N,no,,Recipient,<br/>handle with care,Yes,Yes,true,TRUE,Quality issue,
DEL0002392,DEL0002392,ORD9304265,ORD9304265,CUST001305,CUST001305,NULL,UPS,JN619406743,TRK28468744,2022-02-23,2022-02-23,2022-03-02,2022-03-02,,2022-02-28,Failed,Delivered,1,4,N/A,13.25 lbs,6x17x27 cm,6x17x27 cm,"New Yrok, CA",,New Yrok,New Yrok,NaN,CA,US,US,yes,No,,Neighbor,∑ emoji 📦,Yes,Yes,true,1,,
DEL0002393,DEL0002393,NULL,ORD0002980,CUST000577,,FedEx,USPS,GO197932965,TRK41553595,2022-12-25,2022-12-25,08-01-2023,2023-01-08,12/30/2022,2022-12-30,DELIVERED,Returned,1,1,49740.0 g,27.25 kg,39x35x6 cm,39x35x6 cm,"7613 Main St, Chcago, TX 60850",Chcago,Chcago,Chcago,TX,TX,usa,US,N,Y,,Recipient,Fragile,Yes,Yes,TRUE,1,,
DEL0002394,DEL0002394,ORD0003392,NaN,CUST001138,CUST001138,dhl,DHL,QN386851772,TRK51323594,2021-07-25,2021-07-25,29-07-2021,2021-07-29,2021-08-02,2021-08-02,Delivered,NULL,5,null,68.66 lbs,44650.0 g,28x39x5 cm,28x39x5 cm,5496 Blvd Phoenix,"3402 Main St, Phoenix, CA 91543",Phoenix,Phoenix,null,CA,U.S.A,N/A,,TRUE,Reception,,Ring bell,No,No,Yes,false,,N/A
DEL0002395,DEL0002395,ORD0001046,ORD0001046,CUST000055,CUST000055,LaserShip,USPS,OT276279023,TRK91720637,2020-05-19,2020-05-19,2020-05-23,2020-05-23,06/02/2020,2020-06-02,in_transit,NaN,4,1,62.49 lbs,21.26 kg,15x36x26 cm,15x36x26 cm,"San Antonio, CA","3648 Lake St, San Antonio, CA 24624",San Antonio,San Antonio,CA,CA,USA,DE,N,true,NaN,Left at door,Call before delivery,No,No,yes,N,Quality issue,
DEL0002396,DEL0002396,ORD0004837,ORD0004837,CUST000815,CUST000815,Amazon Logistics,DHL,LA700664725,TRK46495910,04/02/2022,2022-04-02,04/03/2022,2022-04-03,04/12/2022,,In Transit,Failed,5,5,87.58 lbs,28.75 kg,53x6x8 cm,53x6x8 cm,N/A,291 Dr Jacksonville,Jacksonville,Jacksonville,TX,TX,US,FR,TRUE,Yes,N/A,Left at door,Call before delivery,No,No,TRUE,No,Not delivered,
DEL0002397,DEL0002397,ORD0002659,ORD0002659,CUST001181,CUST001181,Amazon Logistics,UPS,XR289466751,TRK40560909,29-05-2021,N/A,11-06-2021,2021-06-11,,2021-06-15,Pending,In Transit,3,4,26290.0 g,48.44,6x55x14 cm,6x55x14 cm,7800 Blvd New York,"New York, IL",New York,New York,IL,IL,usa,FR,TRUE,0,,Neighbor,Fragile,No,No,TRUE,no,,
DEL0002398,DEL0002398,ORD0002986,ORD0002986,NULL,CUST000426,OnTrac,UPS,IQ866954844,TRK51082319,19-09-2023,2023-09-19,2023-09-30,,N/A,2023-09-28,Delivered,Failed,5,2,16.74 kg,23.99 kg,55x32x2 cm,55x32x2 cm,1396 Blvd Chcago,"Chcago, FL",Chcago,Chcago,NULL,FL,US,,yes,no,Reception,Neighbor,Call before delivery,Yes,Yes,1,no,,
DEL0002399,DEL0002399,ORD0004722,ORD0004722,CUST001580,CUST001580,DHL,,SI355074380,TRK26284222,08-11-2023,2023-11-08,14-11-2023,2023-11-14,,2023-11-10,Pending,Failed,4,5,7.87 lbs,21.88 kg,38x10x27 cm,38x10x27 cm,"Phoenix, AZ",Phoenix,Phoenix,Phoenix,AZ,AZ,USA,JP,0,yes,NULL,,Ring bell,Yes,Yes,N,Y,Quality issue,
DEL0002400,DEL0002400,ORD0003657,ORD0003657,CUST000183,CUST000183,UPS,FedEx,QN853722615,NULL,10/31/2023,2023-10-31,11/09/2023,,2023-11-07,2023-11-07,delivered,Failed,3,,N/A,21.66,43x20x24 cm,43x20x24 cm,"San Antonio, TX","San Antonio, TX",San Antonio,San Antonio,TX,N/A,usa,FR,N,1,N/A,Recipient,<br/>handle with care,,Yes,no,yes,Wrong item,
DEL0002401,DEL0002401,ORD0001882,ORD0001882,CUST001864,CUST001864,dhl,DHL,LP999756087,TRK10408221,04/27/2023,2023-04-27,05-05-2023,2023-05-05,,2023-05-15,DELIVERED,Failed,4,2,25700.0 g,8.01 kg,5x9x21 cm,5x9x21 cm,1781 Ave San Diego,San Diego,San Diego,San Diego,CA,CA,United States of America,IN,No,1,Recipient,Neighbor,Fragile,No,No,0,,,
DEL0002402,DEL0002402,ORD0002933,ORD0002933,CUST000239,CUST000239,OnTrac,DHL,OL463213659,TRK10149451,2023-06-15,2023-06-15,06/24/2023,2023-06-24,2023-06-19,2023-06-19,DELIVERED,Failed,,2,47400.0 g,11.33 kg,18x24x20 cm,18x24x20 cm,"935 Lake St, Philadelphia, NY 43974","507 Oak St, Philadelphia, NY 99195",Philadelphia,Philadelphia,NY,NY,USA,IN,no,No,NaN,Left at door,,Yes,Yes,true,false,Wrong item,
DEL0002403,DEL0002403,ORD0004294,ORD0004294,CUST001054,CUST001054,dhl,UPS,IN764054398,TRK68869676,17-08-2020,2020-08-17,31-08-2020,2020-08-31,null,2020-09-04,Lost,Returned,3,1,21.94 lbs,1930.0 g,60x39x6 cm,60x39x6 cm,"2517 Park St, San Diego, TX 55088",San Diego,San Diego,San Diego,TX,TX,United States,GB,false,false,Recipient,Recipient,Ring bell,No,No,Y,true,Quality issue,NaN
DEL0002404,DEL0002404,NULL,ORD0000124,CUST001203,CUST001203,ups,UPS,EQ175537487,TRK52638792,08/11/2020,2020-08-11,08/14/2020,2020-08-14,08/13/2020,2020-08-13,Pending,Delivered,4,2,33.51 kg,14480.0 g,19x27x24 cm,19x27x24 cm,null,"Austin, PA",Austin,Austin,PA,PA,US,FR,no,true,Reception,,,Yes,Yes,0,FALSE,,
DEL0002405,DEL0002405,ORD0000633,ORD0000633,CUST000393,CUST000393,dhl,UPS,,TRK52111088,22-05-2021,2021-05-22,06/03/2021,2021-06-03,2021-06-03,2021-06-03,Failed,In Transit,4,3,19.73,24860.0 g,32x51x13 cm,32x51x13 cm,7929 Ave San Antonio,"San Antonio, CA",San Antonio,,CA,CA,USA,FR,Y,N,Reception,Left at door,,Yes,Yes,N,FALSE,,
DEL0002406,DEL0002406,ORD0004029,null,,CUST001222,fedex,FedEx,EX455890338,TRK18982833,2021-08-15,2021-08-15,08/22/2021,NaN,,2021-09-02,Failed,In Transit,3,2,8.84,10.13,32x59x11 cm,,"7080 Oak St, San Jose, NY 84627",8563 Dr San Jose,San Jose,San Jose,NY,NY,US,,N,N,Recipient,Left at door,Call before delivery,No,No,TRUE,N,,
DEL0002407,DEL0002407,ORD0002765,ORD0002765,CUST001360,null,USPS,DHL,CO762596776,TRK92144411,2022-07-22,2022-07-22,01-08-2022,2022-08-01,,N/A,in_transit,Returned,5,3,101.47 lbs,14300.0 g,46x52x12 cm,46x52x12 cm,916 Ave San Jose,"7927 Main St, San Jose, AZ 84057",San Jose,San Jose,AZ,AZ,United States of America,US,FALSE,N,Left at door,Recipient,Leave at door,Yes,Yes,TRUE,yes,Changed mind,
DEL0002408,DEL0002408,ORD0002280,ORD0002280,CUST001709,CUST001709,ups,UPS,HB433881540,TRK16868921,05/10/2020,2020-05-10,2020-05-13,2020-05-13,2020-05-11,2020-05-11,Returned,Failed,4,1,70.07 lbs,10.1 lbs,47x16x4 cm,47x16x4 cm,"9893 Elm St, Tokyoo, TX 44408","Tokyoo, TX",Tokyoo,Tokyoo,TX,TX,U.S.A,DE,1,no,N/A,Left at door,,Yes,Yes,TRUE,0,Not delivered,
DEL0002409,DEL0002409,ORD0001288,NaN,CUST000783,CUST000783,LaserShip,DHL,AQ810935038,TRK55166720,11-03-2023,2023-03-11,2023-03-21,2023-03-21,2023-03-31,,delivered,Delivered,2,4,40.46,49860.0 g,6x29x17 cm,6x29x17 cm,NaN,6095 Ln San Antonio,San Antonio,N/A,NY,NY,U.S.A,IN,Yes,TRUE,,Neighbor,Fragile,No,No,no,1,,
DEL0002410,DEL0002410,ORD0000150,ORD0000150,CUST000413,CUST000413,ups,USPS,NULL,TRK84868821,03/21/2020,2020-03-21,2020-03-22,N/A,2020-03-26,2020-03-26,Failed,Delivered,3,2,3.49,36.86 kg,41x45x10 cm,41x45x10 cm,3472 Dr Chcago,"7215 Park St, Chcago, CA 68456",Chcago,Chcago,CA,CA,U.S.A,JP,Yes,No,Neighbor,,∑ emoji 📦,No,No,Y,NULL,Wrong item,
